tram_id,direction_id,route,interpolated_route,direction
5,1,209;264;222;197;231;247;236;303;163;297;113;114;284;235;239;248;1375;314;305;310;262;309;287;234;223;282;283;230;265;255;246;281;259,"45.824216,16.039641;45.823988,16.03836811111111;45.82376,16.037095222222224;45.823532,16.035822333333332;45.823304,16.034549444444444;45.823076,16.033276555555556;45.822848,16.032003666666668;45.82262,16.030730777777777;45.822392,16.02945788888889;45.822164,16.028185;45.82184475,16.026813750000002;45.8215255,16.0254425;45.82120625,16.02407125;45.820887,16.0227;45.82055142857143,16.02143;45.820215857142855,16.02016;45.819880285714284,16.01889;45.81954471428571,16.01762;45.81920914285714,16.01635;45.81887357142857,16.01508;45.818538,16.01381;45.818337799999995,16.012666799999998;45.8181376,16.0115236;45.8179374,16.0103804;45.8177372,16.0092372;45.817537,16.008094;45.81726175,16.006932499999998;45.8169865,16.005771;45.816711250000004,16.0046095;45.816436,16.003448;45.816120000000005,16.0022356;45.815804,16.0010232;45.815488,15.9998108;45.815172,15.9985984;45.814856,15.997386;45.813838000000004,15.9966025;45.81282,15.995819;45.812145,15.995346;45.81147,15.994872999999998;45.810795,15.994399999999999;45.81012,15.993927;45.80937,15.993183666666667;45.80862,15.992440333333333;45.80787,15.991697;45.80692325,15.99225225;45.8059765,15.992807500000001;45.80502975,15.993362750000001;45.804083,15.993918;45.8033295,15.9944875;45.802576,15.995057;45.8018225,15.9956265;45.801069,15.996196;45.800996999999995,15.9948632;45.800925,15.9935304;45.800853,15.9921976;45.800781,15.9908648;45.800709,15.989532;45.800655,15.988146;45.800601,15.98676;45.800547,15.985374;45.800425000000004,15.9842782;45.800303,15.9831824;45.800181,15.9820866;45.800059,15.9809908;45.799937,15.979895;45.799878,15.978360666666667;45.799819,15.976826333333333;45.79976,15.975292;45.7997085,15.97421525;45.799656999999996,15.973138500000001;45.7996055,15.97206175;45.799554,15.970985;45.799502000000004,15.969641833333334;45.79945,15.968298666666668;45.799398,15.966955500000001;45.799346,15.965612333333333;45.799294,15.964269166666666;45.799242,15.962926;45.79845366666667,15.962155333333333;45.797665333333335,15.961384666666666;45.796877,15.960614;45.79616825,15.96014475;45.7954595,15.9596755;45.79475075,15.95920625;45.794042,15.958737;45.792991666666666,15.958014333333333;45.791941333333334,15.957291666666666;45.790891,15.956569;45.790142333333336,15.956043666666666;45.78939366666667,15.955518333333334;45.788645,15.954993;45.78808825,15.95428725;45.7875315,15.9535815;45.78697475,15.95287575;45.786418,15.95217;45.7867634,15.9508142;45.7871088,15.949458400000001;45.7874542,15.9481026;45.7877996,15.946746800000001;45.788145,15.945391;45.78808766666667,15.944291666666667;45.78803033333333,15.943192333333334;45.787973,15.942093;45.788012333333334,15.940527333333334;45.78805166666667,15.938961666666666;45.788091,15.937396;45.7880455,15.936172333333333;45.788000000000004,15.934948666666667;45.7879545,15.933724999999999;45.787909,15.932501333333333;45.7878635,15.931277666666666;45.787818,15.930054;45.7880565,15.9288735;45.788295000000005,15.927693;45.7885335,15.9265125;45.788772,15.925332000000001;45.7890105,15.9241515;45.789249,15.922971;45.7894875,15.9217905;45.789726,15.92061;45.7901012,15.9194238;45.7904764,15.9182376;45.790851599999996,15.9170514;45.7912268,15.915865199999999;45.791602,15.914679;45.791731,15.913386;45.79186,15.912093;45.791989,15.9108;45.792117999999995,15.909507;45.792246999999996,15.908214000000001;45.792376,15.906921;45.79262166666666,15.905404666666668;45.792867333333334,15.903888333333333;45.793113,15.902372;45.79350133333333,15.901236333333333;45.793889666666665,15.900100666666667;45.794278,15.898965;45.794264999999996,15.897584;45.794252,15.896203;45.794239000000005,15.894822;45.794226,15.893441",-2.939269342197157
6,0,98;100;101;102;103;169;105;106;107;109;111;112;113;114;115;171;1729;117;185;183;181;1794,"45.815146,15.934932;45.814855666666666,15.936296;45.814565333333334,15.93766;45.814274999999995,15.939024;45.81398466666666,15.940388;45.81369433333333,15.941752;45.813404,15.943116;45.8132082,15.944257;45.8130124,15.945398;45.8128166,15.946539;45.8126208,15.94768;45.812425,15.948821;45.8124485,15.950667500000002;45.812472,15.952514;45.8125902,15.9535564;45.8127084,15.9545988;45.8128266,15.9556412;45.8129448,15.9566836;45.813063,15.957726;45.8128744,15.959087799999999;45.8126858,15.960449599999999;45.8124972,15.9618114;45.8123086,15.9631732;45.81212,15.964535;45.8122885,15.96580075;45.812456999999995,15.9670665;45.812625499999996,15.96833225;45.812794,15.969598;45.81283883333333,15.970881333333333;45.812883666666664,15.972164666666666;45.8129285,15.973448;45.81297333333333,15.974731333333333;45.813018166666666,15.976014666666666;45.813063,15.977298;45.81205825,15.97741225;45.8110535,15.9775265;45.81004875,15.977640749999999;45.809044,15.977755;45.8082604,15.9780468;45.8074768,15.9783386;45.8066932,15.9786304;45.8059096,15.978922200000001;45.805126,15.979214;45.80519625,15.980500000000001;45.8052665,15.981786;45.80533675,15.983072;45.805407,15.984358;45.80551883333334,15.9856225;45.805630666666666,15.986887;45.8057425,15.9881515;45.805854333333336,15.989416;45.805966166666664,15.9906805;45.806078,15.991945;45.8050805,15.992931500000001;45.804083,15.993918;45.8033295,15.9944875;45.802576,15.995057;45.8018225,15.9956265;45.801069,15.996196;45.800201799999996,15.9967338;45.7993346,15.9972716;45.7984674,15.9978094;45.797600200000005,15.9983472;45.796733,15.998885;45.795953833333336,15.999478166666666;45.79517466666667,16.000071333333334;45.7943955,16.0006645;45.79361633333333,16.001257666666667;45.792837166666665,16.001850833333332;45.792058,16.002444;45.79121375,16.00288575;45.7903695,16.0033275;45.78952525,16.00376925;45.788681,16.004211;45.787853874999996,16.003847500000003;45.787026749999995,16.003484;45.786199624999995,16.0031205;45.785372499999994,16.002757000000003;45.784545375,16.0023935;45.78371825,16.00203;45.782891125,16.0016665;45.782064,16.001303;45.78117025,16.0013405;45.7802765,16.001378000000003;45.779382749999996,16.0014155;45.778489,16.001453;45.77823466666667,16.000209;45.77798033333333,15.998965;45.777726,15.997721;45.7776908,15.9964514;45.7776556,15.9951818;45.777620399999996,15.9939122;45.7775852,15.9926426;45.77755,15.991373;45.7776004,15.9898992;45.777650799999996,15.9884254;45.7777012,15.9869516;45.7777516,15.9854778;45.777802,15.984004",-0.650506702538304
6,1,179;181;183;185;117;1729;171;115;114;113;112;111;109;107;106;105;169;103;102;101;100;98,"45.77742,15.986523;45.77746333333333,15.988139666666667;45.77750666666667,15.989756333333332;45.77755,15.991373;45.7775852,15.9926426;45.777620399999996,15.9939122;45.7776556,15.9951818;45.7776908,15.9964514;45.777726,15.997721;45.77798033333333,15.998965;45.77823466666667,16.000209;45.778489,16.001453;45.779382749999996,16.0014155;45.7802765,16.001378000000003;45.78117025,16.0013405;45.782064,16.001303;45.782891125,16.0016665;45.78371825,16.00203;45.784545375,16.0023935;45.785372499999994,16.002757000000003;45.786199624999995,16.0031205;45.787026749999995,16.003484;45.787853874999996,16.003847500000003;45.788681,16.004211;45.78952525,16.00376925;45.7903695,16.0033275;45.79121375,16.00288575;45.792058,16.002444;45.792837166666665,16.001850833333332;45.79361633333333,16.001257666666667;45.7943955,16.0006645;45.79517466666667,16.000071333333334;45.795953833333336,15.999478166666666;45.796733,15.998885;45.797600200000005,15.9983472;45.7984674,15.9978094;45.7993346,15.9972716;45.800201799999996,15.9967338;45.801069,15.996196;45.8018225,15.9956265;45.802576,15.995057;45.8033295,15.9944875;45.804083,15.993918;45.8050805,15.992931500000001;45.806078,15.991945;45.805966166666664,15.9906805;45.805854333333336,15.989416;45.8057425,15.9881515;45.805630666666666,15.986887;45.80551883333334,15.9856225;45.805407,15.984358;45.80533675,15.983072;45.8052665,15.981786;45.80519625,15.980500000000001;45.805126,15.979214;45.8059096,15.978922200000001;45.8066932,15.9786304;45.8074768,15.9783386;45.8082604,15.9780468;45.809044,15.977755;45.81004875,15.977640749999999;45.8110535,15.9775265;45.81205825,15.97741225;45.813063,15.977298;45.813018166666666,15.976014666666666;45.81297333333333,15.974731333333333;45.8129285,15.973448;45.812883666666664,15.972164666666666;45.81283883333333,15.970881333333333;45.812794,15.969598;45.812625499999996,15.96833225;45.812456999999995,15.9670665;45.8122885,15.96580075;45.81212,15.964535;45.8123086,15.9631732;45.8124972,15.9618114;45.8126858,15.960449599999999;45.8128744,15.959087799999999;45.813063,15.957726;45.8129448,15.9566836;45.8128266,15.9556412;45.8127084,15.9545988;45.8125902,15.9535564;45.812472,15.952514;45.8124485,15.950667500000002;45.812425,15.948821;45.8126208,15.94768;45.8128166,15.946539;45.8130124,15.945398;45.8132082,15.944257;45.813404,15.943116;45.81369433333333,15.941752;45.81398466666666,15.940388;45.814274999999995,15.939024;45.814565333333334,15.93766;45.814855666666666,15.936296;45.815146,15.934932",2.5101989076727333
7,0,272;287;226;269;302;308;278;179;181;183;185;117;1729;171;115;114;113;297;163;303;247;231;197;222;264;209;242;233;215;202;201;189;256;206,"45.785588,15.952926;45.786418,15.95217;45.78546722222222,15.952241555555556;45.78451644444444,15.952313111111112;45.78356566666667,15.952384666666667;45.78261488888889,15.952456222222223;45.78166411111111,15.952527777777778;45.78071333333333,15.952599333333334;45.77976255555556,15.952670888888889;45.778811777777776,15.952742444444445;45.777861,15.952814;45.777606,15.954130333333334;45.777351,15.955446666666667;45.777096,15.956763;45.777093,15.957966714285714;45.77709,15.95917042857143;45.777087,15.960374142857143;45.777084,15.961577857142858;45.777081,15.962781571428572;45.777078,15.963985285714287;45.777075,15.965189;45.7771102,15.96644;45.7771454,15.967691;45.7771806,15.968942;45.7772158,15.970193;45.777251,15.971444;45.77727442857143,15.972773142857143;45.777297857142855,15.974102285714286;45.77732128571429,15.97543142857143;45.77734471428571,15.97676057142857;45.77736814285714,15.978089714285714;45.777391571428566,15.979418857142857;45.777415,15.980748;45.77741625,15.98219175;45.7774175,15.9836355;45.777418749999995,15.98507925;45.77742,15.986523;45.777452499999995,15.9877355;45.777485,15.988948;45.7775175,15.9901605;45.77755,15.991373;45.7775852,15.9926426;45.777620399999996,15.9939122;45.7776556,15.9951818;45.7776908,15.9964514;45.777726,15.997721;45.77798033333333,15.998965;45.77823466666667,16.000209;45.778489,16.001453;45.779382749999996,16.0014155;45.7802765,16.001378000000003;45.78117025,16.0013405;45.782064,16.001303;45.782891125,16.0016665;45.78371825,16.00203;45.784545375,16.0023935;45.785372499999994,16.002757000000003;45.786199624999995,16.0031205;45.787026749999995,16.003484;45.787853874999996,16.003847500000003;45.788681,16.004211;45.78952525,16.00376925;45.7903695,16.0033275;45.79121375,16.00288575;45.792058,16.002444;45.792992999999996,16.0017322;45.793928,16.0010204;45.794863,16.0003086;45.795798000000005,15.999596799999999;45.796733,15.998885;45.79745566666667,15.998436833333333;45.79817833333333,15.997988666666666;45.798901,15.9975405;45.79962366666667,15.997092333333333;45.80034633333333,15.996644166666666;45.801069,15.996196;45.802073666666665,15.995436666666667;45.80307833333333,15.994677333333334;45.804083,15.993918;45.804840399999996,15.9934738;45.8055978,15.9930296;45.8063552,15.992585400000001;45.8071126,15.9921412;45.80787,15.991697;45.80862,15.992440333333333;45.80937,15.993183666666667;45.81012,15.993927;45.81102,15.994557666666665;45.81192,15.995188333333333;45.81282,15.995819;45.81333657142857,15.996908857142856;45.81385314285715,15.997998714285714;45.81436971428572,15.99908857142857;45.81488628571429,16.000178428571427;45.81540285714286,16.001268285714286;45.81591942857143,16.00235814285714;45.816436,16.003448;45.816711250000004,16.0046095;45.8169865,16.005771;45.81726175,16.006932499999998;45.817537,16.008094;45.8177372,16.0092372;45.8179374,16.0103804;45.8181376,16.0115236;45.818337799999995,16.012666799999998;45.818538,16.01381;45.81887357142857,16.01508;45.81920914285714,16.01635;45.81954471428571,16.01762;45.819880285714284,16.01889;45.820215857142855,16.02016;45.82055142857143,16.02143;45.820887,16.0227;45.8211424,16.023797000000002;45.8213978,16.024894;45.8216532,16.025991;45.8219086,16.027088;45.822164,16.028185;45.822392,16.02945788888889;45.82262,16.030730777777777;45.822848,16.032003666666668;45.823076,16.033276555555556;45.823304,16.034549444444444;45.823532,16.035822333333332;45.82376,16.037095222222224;45.823988,16.03836811111111;45.824216,16.039641;45.824651,16.04101175;45.825086,16.042382500000002;45.825520999999995,16.04375325;45.825956,16.045124;45.826344999999996,16.04601175;45.826734,16.046899500000002;45.827123,16.04778725;45.827512,16.048675;45.82791233333333,16.049894333333334;45.82831266666667,16.051113666666666;45.828713,16.052333;45.828864,16.053742;45.829015,16.055151000000002;45.829166,16.05656;45.82910366666667,16.0577635;45.829041333333336,16.058967;45.828979000000004,16.060170499999998;45.828916666666665,16.061374;45.82885433333333,16.0625775;45.828792,16.063781;45.82874375,16.06523975;45.828695499999995,16.0666985;45.828647249999996,16.06815725;45.828599,16.069616;45.82850966666666,16.070742;45.828420333333334,16.071868000000002;45.828331,16.072994;45.82816966666667,16.07456266666667;45.82800833333333,16.076131333333333;45.827847,16.0777",0.32655870590774727
7,1,206;256;189;201;202;215;233;242;209;264;222;197;231;247;236;303;163;297;113;114;115;171;1729;117;185;183;181;179;278;308;302;269;226;287;272,"45.827847,16.0777;45.82800833333333,16.076131333333333;45.82816966666667,16.07456266666667;45.828331,16.072994;45.828420333333334,16.071868000000002;45.82850966666666,16.070742;45.828599,16.069616;45.828647249999996,16.06815725;45.828695499999995,16.0666985;45.82874375,16.06523975;45.828792,16.063781;45.82885433333333,16.0625775;45.828916666666665,16.061374;45.828979000000004,16.060170499999998;45.829041333333336,16.058967;45.82910366666667,16.0577635;45.829166,16.05656;45.829015,16.055151000000002;45.828864,16.053742;45.828713,16.052333;45.82831266666667,16.051113666666666;45.82791233333333,16.049894333333334;45.827512,16.048675;45.827123,16.04778725;45.826734,16.046899500000002;45.826344999999996,16.04601175;45.825956,16.045124;45.825520999999995,16.04375325;45.825086,16.042382500000002;45.824651,16.04101175;45.824216,16.039641;45.823988,16.03836811111111;45.82376,16.037095222222224;45.823532,16.035822333333332;45.823304,16.034549444444444;45.823076,16.033276555555556;45.822848,16.032003666666668;45.82262,16.030730777777777;45.822392,16.02945788888889;45.822164,16.028185;45.8219086,16.027088;45.8216532,16.025991;45.8213978,16.024894;45.8211424,16.023797000000002;45.820887,16.0227;45.82055142857143,16.02143;45.820215857142855,16.02016;45.819880285714284,16.01889;45.81954471428571,16.01762;45.81920914285714,16.01635;45.81887357142857,16.01508;45.818538,16.01381;45.818337799999995,16.012666799999998;45.8181376,16.0115236;45.8179374,16.0103804;45.8177372,16.0092372;45.817537,16.008094;45.817170000000004,16.00654533333333;45.816803,16.004996666666667;45.816436,16.003448;45.816120000000005,16.0022356;45.815804,16.0010232;45.815488,15.9998108;45.815172,15.9985984;45.814856,15.997386;45.81417733333333,15.996863666666666;45.81349866666667,15.996341333333334;45.81282,15.995819;45.81192,15.995188333333333;45.81102,15.994557666666665;45.81012,15.993927;45.80937,15.993183666666667;45.80862,15.992440333333333;45.80787,15.991697;45.8071126,15.9921412;45.8063552,15.992585400000001;45.8055978,15.9930296;45.804840399999996,15.9934738;45.804083,15.993918;45.8033295,15.9944875;45.802576,15.995057;45.8018225,15.9956265;45.801069,15.996196;45.800201799999996,15.9967338;45.7993346,15.9972716;45.7984674,15.9978094;45.797600200000005,15.9983472;45.796733,15.998885;45.795953833333336,15.999478166666666;45.79517466666667,16.000071333333334;45.7943955,16.0006645;45.79361633333333,16.001257666666667;45.792837166666665,16.001850833333332;45.792058,16.002444;45.79121375,16.00288575;45.7903695,16.0033275;45.78952525,16.00376925;45.788681,16.004211;45.78773571428571,16.003795571428572;45.78679042857143,16.003380142857143;45.78584514285714,16.002964714285714;45.784899857142854,16.002549285714288;45.783954571428566,16.00213385714286;45.783009285714286,16.00171842857143;45.782064,16.001303;45.78117025,16.0013405;45.7802765,16.001378000000003;45.779382749999996,16.0014155;45.778489,16.001453;45.77823466666667,16.000209;45.77798033333333,15.998965;45.777726,15.997721;45.7776908,15.9964514;45.7776556,15.9951818;45.777620399999996,15.9939122;45.7775852,15.9926426;45.77755,15.991373;45.7775175,15.9901605;45.777485,15.988948;45.777452499999995,15.9877355;45.77742,15.986523;45.777418749999995,15.98507925;45.7774175,15.9836355;45.77741625,15.98219175;45.777415,15.980748;45.777391571428566,15.979418857142857;45.77736814285714,15.978089714285714;45.77734471428571,15.97676057142857;45.77732128571429,15.97543142857143;45.777297857142855,15.974102285714286;45.77727442857143,15.972773142857143;45.777251,15.971444;45.7772158,15.970193;45.7771806,15.968942;45.7771454,15.967691;45.7771102,15.96644;45.777075,15.965189;45.777078,15.963985285714287;45.777081,15.962781571428572;45.777084,15.961577857142858;45.777087,15.960374142857143;45.77709,15.95917042857143;45.777093,15.957966714285714;45.777096,15.956763;45.777351,15.955446666666667;45.777606,15.954130333333334;45.777861,15.952814;45.778811777777776,15.952742444444445;45.77976255555556,15.952670888888889;45.78071333333333,15.952599333333334;45.78166411111111,15.952527777777778;45.78261488888889,15.952456222222223;45.78356566666667,15.952384666666667;45.78451644444444,15.952313111111112;45.78546722222222,15.952241555555556;45.786418,15.95217;45.785588,15.952926",-2.815033947682046
8,0,177;175;128;127;126;125;124;123;122;112;113;114;115;171;1729;117;1780,"45.841944,15.974952;45.84105583333333,15.975371166666667;45.840167666666666,15.975790333333334;45.8392795,15.9762095;45.838391333333334,15.976628666666667;45.837503166666664,15.977047833333334;45.836615,15.977467;45.8356656,15.9775804;45.8347162,15.9776938;45.8337668,15.977807199999999;45.8328174,15.9779206;45.831868,15.978034;45.83088275,15.97841725;45.8298975,15.978800499999998;45.82891225,15.979183749999999;45.827927,15.979567;45.82713928571429,15.979603714285714;45.826351571428575,15.979640428571429;45.82556385714286,15.979677142857144;45.82477614285714,15.979713857142857;45.823988428571425,15.979750571428571;45.82320071428571,15.979787285714286;45.822413,15.979824;45.8211845,15.9795685;45.819956,15.979313;45.81918911111111,15.979770666666667;45.81842222222222,15.980228333333333;45.817655333333335,15.980686;45.816888444444444,15.981143666666666;45.816121555555554,15.981601333333334;45.815354666666664,15.982059;45.81458777777778,15.982516666666667;45.81382088888889,15.982974333333333;45.813054,15.983432;45.81214033333333,15.983513333333335;45.81122666666667,15.983594666666667;45.810313,15.983676;45.809398,15.983748333333335;45.808483,15.983820666666666;45.807568,15.983893;45.80731966666667,15.985235;45.80707133333333,15.986577;45.806823,15.987919;45.80657466666667,15.989260999999999;45.80632633333333,15.990603;45.806078,15.991945;45.805413,15.992602666666667;45.804748,15.993260333333334;45.804083,15.993918;45.80307833333333,15.994677333333334;45.802073666666665,15.995436666666667;45.801069,15.996196;45.80034633333333,15.996644166666666;45.79962366666667,15.997092333333333;45.798901,15.9975405;45.79817833333333,15.997988666666666;45.79745566666667,15.998436833333333;45.796733,15.998885;45.795798000000005,15.999596799999999;45.794863,16.0003086;45.793928,16.0010204;45.792992999999996,16.0017322;45.792058,16.002444;45.79121375,16.00288575;45.7903695,16.0033275;45.78952525,16.00376925;45.788681,16.004211;45.787853874999996,16.003847500000003;45.787026749999995,16.003484;45.786199624999995,16.0031205;45.785372499999994,16.002757000000003;45.784545375,16.0023935;45.78371825,16.00203;45.782891125,16.0016665;45.782064,16.001303;45.781030333333334,16.001488666666667;45.77999666666666,16.001674333333334;45.778963,16.00186",-1.16702994288865
8,1,185;117;1729;171;115;114;113;112;111;122;123;124;125;126;127;128;175;177,"45.778489,16.001453;45.779680666666664,16.001403;45.780872333333335,16.001353;45.782064,16.001303;45.782891125,16.0016665;45.78371825,16.00203;45.784545375,16.0023935;45.785372499999994,16.002757000000003;45.786199624999995,16.0031205;45.787026749999995,16.003484;45.787853874999996,16.003847500000003;45.788681,16.004211;45.78952525,16.00376925;45.7903695,16.0033275;45.79121375,16.00288575;45.792058,16.002444;45.792837166666665,16.001850833333332;45.79361633333333,16.001257666666667;45.7943955,16.0006645;45.79517466666667,16.000071333333334;45.795953833333336,15.999478166666666;45.796733,15.998885;45.797600200000005,15.9983472;45.7984674,15.9978094;45.7993346,15.9972716;45.800201799999996,15.9967338;45.801069,15.996196;45.8018225,15.9956265;45.802576,15.995057;45.8033295,15.9944875;45.804083,15.993918;45.804748,15.993260333333334;45.805413,15.992602666666667;45.806078,15.991945;45.805966166666664,15.9906805;45.805854333333336,15.989416;45.8057425,15.9881515;45.805630666666666,15.986887;45.80551883333334,15.9856225;45.805407,15.984358;45.8064875,15.984125500000001;45.807568,15.983893;45.808483,15.983820666666666;45.809398,15.983748333333335;45.810313,15.983676;45.81122666666667,15.983594666666667;45.81214033333333,15.983513333333335;45.813054,15.983432;45.81382088888889,15.982974333333333;45.81458777777778,15.982516666666667;45.815354666666664,15.982059;45.816121555555554,15.981601333333334;45.816888444444444,15.981143666666666;45.817655333333335,15.980686;45.81842222222222,15.980228333333333;45.81918911111111,15.979770666666667;45.819956,15.979313;45.8211845,15.9795685;45.822413,15.979824;45.823332,15.979781166666667;45.824251,15.979738333333334;45.82517,15.9796955;45.826089,15.979652666666667;45.827008,15.979609833333333;45.827927,15.979567;45.828715200000005,15.9792604;45.8295034,15.9789538;45.8302916,15.9786472;45.8310798,15.9783406;45.831868,15.978034;45.8328174,15.9779206;45.8337668,15.977807199999999;45.8347162,15.9776938;45.8356656,15.9775804;45.836615,15.977467;45.837503166666664,15.977047833333334;45.838391333333334,15.976628666666667;45.8392795,15.9762095;45.840167666666666,15.975790333333334;45.84105583333333,15.975371166666667;45.841944,15.974952",1.9664118633712235
9,0,245;275;250;295;190;294;224;194;109;111;122;299;163;304;220;292;217;291;193,"45.797137,15.938396;45.7972725,15.939799749999999;45.797408000000004,15.9412035;45.7975435,15.94260725;45.797679,15.944011;45.797935,15.945418;45.798191,15.946825;45.798447,15.948232;45.798716,15.9494454;45.798985,15.950658800000001;45.799254,15.9518722;45.799523,15.953085600000001;45.799792,15.954299;45.8001936,15.955355;45.8005952,15.956411000000001;45.8009968,15.957467;45.8013984,15.958523;45.8018,15.959579;45.80217425,15.960746;45.8025485,15.961913;45.80292275,15.96308;45.803297,15.964247;45.804119666666665,15.965378333333334;45.80494233333334,15.966509666666667;45.805765,15.967641;45.8057118,15.968946;45.8056586,15.970251000000001;45.8056054,15.971556;45.8055522,15.972861;45.805499,15.974166;45.80540575,15.975428;45.8053125,15.976690000000001;45.80521925,15.977952;45.805126,15.979214;45.80519625,15.980500000000001;45.8052665,15.981786;45.80533675,15.983072;45.805407,15.984358;45.806127333333336,15.984203;45.80684766666667,15.984048;45.807568,15.983893;45.808088500000004,15.984960749999999;45.808609000000004,15.9860285;45.8091295,15.98709625;45.80965,15.988164;45.8097675,15.98960475;45.809884999999994,15.991045499999998;45.810002499999996,15.992486249999999;45.81012,15.993927;45.81042033333333,15.995171333333333;45.81072066666666,15.996415666666666;45.811021,15.99766;45.81120133333333,15.998772333333333;45.81138166666667,15.999884666666668;45.811562,16.000997;45.812124000000004,16.002229333333336;45.812686,16.003461666666666;45.813248,16.004694;45.813637,16.005644750000002;45.814026,16.0065955;45.814415000000004,16.007546249999997;45.814804,16.008497;45.814984333333335,16.01009033333333;45.81516466666667,16.011683666666666;45.815345,16.013277;45.81508025,16.0146115;45.8148155,16.015946;45.81455075,16.0172805;45.814286,16.018615",0.21060717431690987
9,1,193;291;217;292;220;304;163;299;122;109;194;224;294;190;295;250;275;245,"45.814286,16.018615;45.81455075,16.0172805;45.8148155,16.015946;45.81508025,16.0146115;45.815345,16.013277;45.81516466666667,16.011683666666666;45.814984333333335,16.01009033333333;45.814804,16.008497;45.814415000000004,16.007546249999997;45.814026,16.0065955;45.813637,16.005644750000002;45.813248,16.004694;45.812686,16.003461666666666;45.812124000000004,16.002229333333336;45.811562,16.000997;45.81138166666667,15.999884666666668;45.81120133333333,15.998772333333333;45.811021,15.99766;45.81072066666666,15.996415666666666;45.81042033333333,15.995171333333333;45.81012,15.993927;45.810002499999996,15.992486249999999;45.809884999999994,15.991045499999998;45.8097675,15.98960475;45.80965,15.988164;45.8091295,15.98709625;45.808609000000004,15.9860285;45.808088500000004,15.984960749999999;45.807568,15.983893;45.8070796,15.9829572;45.8065912,15.9820214;45.806102800000005,15.9810856;45.8056144,15.980149800000001;45.805126,15.979214;45.80521925,15.977952;45.8053125,15.976690000000001;45.80540575,15.975428;45.805499,15.974166;45.8055522,15.972861;45.8056054,15.971556;45.8056586,15.970251000000001;45.8057118,15.968946;45.805765,15.967641;45.80494233333334,15.966509666666667;45.804119666666665,15.965378333333334;45.803297,15.964247;45.80292275,15.96308;45.8025485,15.961913;45.80217425,15.960746;45.8018,15.959579;45.8013984,15.958523;45.8009968,15.957467;45.8005952,15.956411000000001;45.8001936,15.955355;45.799792,15.954299;45.799523,15.953085600000001;45.799254,15.9518722;45.798985,15.950658800000001;45.798716,15.9494454;45.798447,15.948232;45.798191,15.946825;45.797935,15.945418;45.797679,15.944011;45.7975435,15.94260725;45.797408000000004,15.9412035;45.7972725,15.939799749999999;45.797137,15.938396",-2.9309854792728833
